Описание,мем
"Господи, ну и идея! И как же я сам до этого не додумался! Догадался понял осознал Симпсоны мульт мультик мультсериал мужчина в розовой рубашке и рыжей бородой борода сарказм ирония пикча картинка для переговоров желтый человек стучит себе по голове осенило ударил себя по голове башке удар точняк точно как я сам не понял спасибо что сказала сказал",https://sun9-19.userapi.com/impg/gdV45TtTR7YsFlcW1kSSUD5b0P114uJ9qlElhA/aRzMALi_tUM.jpg?size=1080x747&quality=96&sign=7aef688a0bb7f9f274d000e949fc6959&c_uniq_tag=lZZ9FOBCaOfDd2jHDUX67AgGy8H9zqXC-D9tcYePJb8&type=album
тихо я сегодня нервная!!! белая надпись черный фон человек девушка женщина мудрая элегантная изящная роскошная багира тигрица курит дымит выпускает пар дымок изо рта держит сигарету сигарета сига косяк мудрые цитаты как отшить любого усталость устала нервы не в порядке не трогать не мешать тихо тишина убавь громкость заткнись рот закрой,https://sun9-41.userapi.com/impg/aGqUMQMfaaY5-XRh2osnz2UyBhEcAl1tnt7DzQ/_Lrvk_w6PIM.jpg?size=831x750&quality=96&sign=de9c46b519392ead6b80c19afdc5990d&c_uniq_tag=jlA7mCwWNRUZezEgPq4zfsbrkJ7oH4hOhxPuaJScyb8&type=album
Нет времени объяснять суй ананас в жопу человек мужчина парень мальчик анонимус жёлтая одежда голубой белый фон ананас в руке часы короткая стрижка сильный контраст насыщение яркие цвета очень ярко фильтр чёрный текст злость,https://sun9-66.userapi.com/impg/IKHk8ryENLSkLqqoqbzJVjOJt9SIBFr3swu7jg/pyKG_nPE7BY.jpg?size=1280x720&quality=96&sign=93383ab089c19251fcb2273a96b52e7f&c_uniq_tag=zVjGXAK7PJJ0sunrBACWFXTmldCWia-B2UG5hwxTy20&type=album
колесо инвалидка-колясочница инвалид-колясочник человек женщина девушка девочка не может ходить и теперь ездить коляска человек мужчина парень дед в сером костюме серый дед пожилой мужчина старик седой украл колесо несёт колёса от коляски велосипеда довольно зло ехидно улыбается скачет бежит идёт уходит крадётся в другую сторону гаечный ключ в руке инструменты  орет орёт кричит недовольство кулак стучит грозит что же ты натворил наделал падает падение кумиров подстава предательство кража,https://sun9-30.userapi.com/impg/DUZE654u_D_WaZWOgS8V6bi99Fqs5DzcqoSS5A/Bug76dw1O5c.jpg?size=1080x1038&quality=96&sign=097f53dbbb60fa0d4b1dde63bd594169&c_uniq_tag=4dvUdfZfL6PaSXPo7Hz4weB43rnHb-r0OQJUsYYg3HQ&type=album
Человек мужчина мужик с огромной круглой жопой жопа крепкие упругие ягодицы ням ням голый мужчина статуя стоит задом красивое тело мускулы все так грубы ко мне( никто меня не любит everyone is so mean to 2 me мужик печальный качок грустит в душе мокнет в ванной смуглый белый темнокожий белая мраморная гипсовая статуя с плащом мечом попой грусти печаль fat ass,https://sun9-14.userapi.com/impg/MtaR7R7HT6ICJa0WM6QQber4CBEj_Z5F4BYH_g/3hh_K3yNZV4.jpg?size=1242x1222&quality=96&sign=8e2db238e07899792df5e6f25c418aab&c_uniq_tag=fvCkxSGIJc3wNP4nIHNm537TRkKFLS_Q81l3ioPXzLI&type=album
я не высыпаюсь металлическая ложка вверх ногами перевёрнутая сахар соль не высыпается сыплется не сыпется вниз ссыпается остаётся на своём месте бессонница недосып усталость белый текст шрифт с чёрной обводкой ха ха каламбур,https://sun9-34.userapi.com/impg/iDRTVPUwAof3dUtTaMHOKnzy2wHMOAphxnVWcA/Tzi2MAl1tuQ.jpg?size=604x552&quality=96&sign=84ac93634ceb4b059c994eaa70b17737&c_uniq_tag=cEbq02uoHItj5-D_f4FXV7XWXebRtq_yjFQ5C9E7x_A&type=album
the owner of this account starved to death this morning владелец этого аккаунта умер от голода этим утром белый текст дед странный похож на бомжа маленькие глаза  выглдит как гном плохое качество дед с бородой ещё куртка с синим цветом покерфейс,https://sun9-58.userapi.com/impg/kUPdVNycGq0rUGOZpcJWWb3MIOT-kjpShSH5GA/Cx2VtNJ4EC0.jpg?size=1080x989&quality=96&sign=8446744ee0bd0f72a5d77c65b90977d6&c_uniq_tag=IHeWzAETKpUwrUKLZo7t529CMYEwPxgFboGV_YiHHTQ&type=album
не матерюсь уже пять 5 минут не ругаюсь матом матюком не выражаюсь плохими словами уже 5 минут 120 секунд типо много молчу не матерюсь я крутой блатной белый человек чел в очках очечах и поза стоит такой тип крутой на белом фоне и текст черный печатный много ругается,https://sun9-34.userapi.com/impg/YSxZ5jW6LbIS-GRSmNrot2KbpRYGOkr1V8u5DA/QKivDSgI3ro.jpg?size=1170x1132&quality=96&sign=9325366ebf2c5c8ac379255a97fe0f05&c_uniq_tag=BgH-DTH-LVHr_2GJjmDwI3cEiQSa649rUr7lXLWcjw4&type=album
мама папа смотри какое я уебище чудовище урод ААААА!!!! я просто тварь!! восклицание хвастовство самолюбование жалоба испуг иллюстрация гравюра бестиарий вымершее сказочное фантастическое животное из страшилок зверь млекопитающее летучий пиздец возможно симпатичный необычный собака мышь крыса выдра когти плащ перепонки ужас летящий на крыльях ночи жуть,https://sun9-14.userapi.com/impg/Ic4rNCYs-uQnTeqTSd8CtDXin_tuOGUvH1iv-w/wiCiB7MX_YU.jpg?size=1200x723&quality=96&sign=cd01b8d6f39768ecc0154d146196aa06&c_uniq_tag=8PLbkTZE0j5QSTcZkBeMqUbMuFV5rVSbMhhlPYE5qKk&type=album
разъебать расхуярить отпиздить уничтожить тебя вас прямо тут здесь вопрос риторический пассивно агрессивный наглый опасный пацанчик поцык молодой человек парень мужик чувак додик басота босота ауе стиль нулевые очки солнцезащитные черные зеленая футболка джинсы с ремнем пряжкой в часиках кольцо смотрит наблюдает спокойно осуждающе в странной соблазняющей свободной ленивой бандитской развязной позе позиции вряд ли собирается напасть драка с одной тычки ляжет пробить с пыра тощий худой астеник важные переговоры вп белый пустой фон,https://sun9-80.userapi.com/impg/Dtm-jiK5dgjCboKbfP4eoqUQ44eTusjcTJ6qHA/kx3LVB2R0dw.jpg?size=453x604&quality=96&sign=0999abf4e284dac65194dba57f642583&c_uniq_tag=pBShZ0patw0cPu90ORPDp-tk-FMR_TVkeGbaNi_Y-Cs&type=album
"лесбиянкой я не стала, но было здорово черно-белый шрифт на красном фоне признание в любви благодарность за ночь за день гетеро женщина натуралка натуралки гетеро девушка жиза задорная надпись цитата подружба дружба взаимная помощь подружки лесбиянки полезное времяпрепровождение девушки подруги взаимовыручка",https://sun9-16.userapi.com/impg/Zk7mUHgJqnel224vOZ88kd2vGTq5bxF4zCuDpA/ujocdJPCWQY.jpg?size=750x380&quality=96&sign=ddfa134ffc383c03d08d9f954cc57ca4&c_uniq_tag=IWiL5QdOWH8EpFeUKqMk-NQs60P_sIS7BooTJBvKW-s&type=album
начали за здравие закончили за упокой мем водка выпивка два человека чокаются стакан два стакана водки алкоголь бухло люди русская пословица хорошее начало беседы окончилось руганью беда свитер серый чёрный диван пиджак белый для важных переговоров вп белый текст шрифт,https://sun9-76.userapi.com/impg/9KEXpDf8hxwHVnhWqVV2yyGFIRCAYi0tj_zTdQ/Y7Ld8wPA9mI.jpg?size=750x510&quality=96&sign=850011c948f2755868ac3728b2f62e35&c_uniq_tag=QmRbmMeBi_hNzURtUtm86IiKKNCUXAH206aPmmW38xc&type=album
ужас что за поколение ну батя ужас что за поколение ну папа ужас что за поколение ну папочка рыжий кот военный в военной форме деды воевали Шлёпа Big Floppa Гоша каракал с ружьём полосатый кот сидит Бингус сфинкс чепчик в костюме горничной конфликт отцов и детей что за молодёжь пошла а вот в моё время развращённое инфантильное поколение раньше было лучше мемные коты,https://sun9-48.userapi.com/impg/rougmjwGbMXumZVrSBdFgtkYN-lpT-VPW-Rpdw/hmh5PycRLYo.jpg?size=700x935&quality=96&sign=ef82066f0a95ff318d97da440d1647a8&c_uniq_tag=5guEWMd-2O2qJAflYpkirgtzU9s9W1mtoKbq5Ck6ltc&type=album
доктор у меня сопли и слабость ты слабак и сопляк мужчина парень пациент врач доктор терапевт педиатр дед дедушка пожилой человек седой прием поход к врачу обращение за помощью жалоба оскорбление нравоучение унижение насилие белый халат кабинет два человека мужчины,https://sun9-76.userapi.com/impg/n-ZOUgQPgIj3UhmKQWsEBz5BmCIUx0jqQTvJMg/4MfViulwU8M.jpg?size=585x498&quality=96&sign=2bc4f0efe1059ad1e13c2655204e9fdb&c_uniq_tag=z-Q4Qn4FoausYiXb1j2wS2Iji9fhS8hkRXXVVcG1wRU&type=album
Нечеткий не четкий размытие искаженность собака щенок пес открытка поздравление с днем с праздником поздравляю той ебучей ебаной ебанной png картинки которая jpeg jpg формат изображения как же меня это заебало заебло прозрачный серый белый квадратный фон демотиватор ненависть злость злоба ярость жизненная ситуация жиза графика графический редактор шакал зашакаленная картинка плохое качество несчастная собачка срыв текст,https://sun9-41.userapi.com/impg/gMEEdyCxlgQYh5xnpHtKhlxZLZRi7fYV9nGvgQ/FjtIxFjjOqQ.jpg?size=1280x1265&quality=96&sign=e783a399ce211b81c37fa3881873bebe&c_uniq_tag=E3dnSqOco3kR6Ou7pFQvxMOnZFr7G9gQJYSohR5Wy2I&type=album
girls' night out!!!  Девичник собрались вечеринка праздник у девчонок выходной пати клоуны и клоунессы клоунская одежда ботинки нелепые большие широкие яркие экстравагантные цветные цветастые черно-белые пастельные звездочки полосы узоры серый пол мстители клоуны общий сбор общее фото,https://sun9-4.userapi.com/impg/H-isXD61ZjBGjdILR_S6RFPOjKdDLZpLuFPn3g/DtwTv6UU6O4.jpg?size=750x564&quality=96&sign=483a59ec292918850df358d0aae10a68&c_uniq_tag=qzXQ2Re3p-MCBEZCwo4RoBz4yA2mW0dqP7YQQN1kuK8&type=album
"Не пейте воду после того, как поели рыбу потому что рыба может начать плавать в воде и вы почувствуете глуглуглу и бульбульбуль в животе! Не потребляйте жидкостб покушали морское блюдо суши передвигаться ты вы ощутите буль глу звукоподражание бульканье дискомфорт в желудке кишечнике рыба живая оживет красная серебрянная багряная карась выпуклый глаз маленькая рыбка белый фон предупреждение предостережение важно важная информация распространите жирный шрифт",https://sun9-72.userapi.com/impg/dmlLtvmYRjf3VJvjnk7A6oZtiC7gl1n7qR2lSw/HQzsDUuvQFE.jpg?size=640x588&quality=96&sign=7175ccc58b4c71fbc414013a64ff455d&c_uniq_tag=RU6EwaQhH4c6byaJ1_-c_ZbpnnXMn4adi-OURbdBYu4&type=album
"СИЛЬНЫМ ЖЕНЩИНАМ ТРУСЫ НЕ НУЖНЫ ! Черный фон белый текст сообщение важно месседж лозунг девиз скажи нет трусам труханам нижнему белью бикини купальнику одежда стринги готка челка женщина со стрелками черно-белое фото
ставь лайк отметка нравится нравиться делай репост если тоже также считаешь думаешь предполагаешь веришь что носить ТРУСЫ В 2021 две тысяча двадцать первом году - КРИНЖ !!!!! 5 восклицательных знаков (испанский) стыд позор разочарование cringe крест запрещено запрет на трусы лифчик носить не разрешается протест бунт БЕЗ ТРУСОВ!!!!!!! свобода призыв светлое чистое ясное голубое небо белле облако пудрово розовые трусы больше никакой дружбы с трусами friendship with трусы is over",https://sun9-62.userapi.com/impg/VS39FGbx__wypuUq_3GIO3hFjNJo4yGUWAw6EQ/tEsDmjyMdCE.jpg?size=1207x932&quality=96&sign=81c70b2521b9063f83dfaaef523f53e3&c_uniq_tag=cAfqPmCduH-8GcOgsrmojInYvOySoeX3pDYyecJy4Ms&type=album
Мужик парень мужчина чел человек чувак челик в синей одежде лежит отдыхает прохлаждается хмурится смотрит в камеру прямо взгляд напряжённый уши большие острые губы толстые щурится усатый лысый держит во рту сигарета сигара брутальный гангстер татуировка на голове на башке на кровати на постели светлое постельное белье наволочка за ним на деревянной полке стоит коллекция фигурок пони лошади поняшки кобылки кони единороги пегасы аликорны my little pony MLP мультик мультсериал мультфильм фандом Луна селестия кадэнс шайнинг мини фигуры фанат брони коллекционер детские игрушки Hasbro увлечение кирпичная стена картинка шакальное качество шакал мем пикча брони,https://sun9-60.userapi.com/impg/daEBygq6_3xNSev7YatPWWOpHF3B85IcCp5y1A/MforE2eFoAs.jpg?size=836x1032&quality=96&sign=df71b07280070d9983ed0e17229c5221&c_uniq_tag=hGF8viCv18e5Jv_45rLQFBFbSGuQDlwY0fvOb9h_osY&type=album
something's wrong not right I can feel see it что-то не так плохо я чувствую вижу знаю это эминем eminem rap god клип кадр мужчина цветной фон полоски костюм тëмные очки смотрит в камеру на зрителя облом неожиданность подстава обман предчувствие подозрение что-то пошло не так неправильно жёлтые субтитры старый клип 80 90 съёмка видео макс хедрум инцидент макса хедрума,https://sun9-20.userapi.com/impg/AHibiUr1nNBKROTm7Lhidw69YO3JpH1z9yz01g/FLs1UTRWaws.jpg?size=966x543&quality=96&sign=1181fe83f2d415fb02558243a6494b37&c_uniq_tag=g8DRLf0eC1uGMBhXN5UEpC_bzdn-RCx3SxZzHYQLCTM&type=album
держи яблоко братан и удачного дня собака пес груши фрукты яблоки такса пожелания брат браток бро собака в синем яблоко во рту пасть гав гаф животные пес пёс пёсик собачка яблочко удачный день,https://sun9-37.userapi.com/impg/EC4j3v2AEho4hT1gMocKtftjIuk2C-Wkulrz6Q/Pjw9XVoJozc.jpg?size=807x574&quality=96&sign=06273f10dc74719bd94824786a0e5ea6&c_uniq_tag=3tRcV5g0ssAcldOur8TczB5Nkuvqc2tF4zIlc5PKCi0&type=album
пиво может быть и не фильтрованным но базар обязан быть таковым белая надпись белые буквы шрифт человек мужчина парень мужик сидит держит в правой руке бокал пива седой блондин мужчина не басков но похож сидит в костюме в кафе баре белый шар натуральный серьёзный уверенный строгий элегантный правильные мудрые слова высказывание пацанские бандитские цитаты пиво пивко ганнибал каннибал лектер лектор убийца маддс мадс миккельсен сериал фильм лобстер,https://sun9-80.userapi.com/impg/sRpXggTxQWSxgyu3kabRhFw4_bUNBKm2yGSYIw/WRTsUy0aOvQ.jpg?size=640x360&quality=96&sign=eac58b8be3d53150ea099b10e5cfff97&c_uniq_tag=AoXFB1I6ckAg1y8XgmZwX0cu55YpPwXr1tD-C286LdM&type=album
сравнение модный красивый гламурный  прекрасный маскарад при всëм параде пышный супер суперский занимает слишком много места теснит розовые перья экстравагантный эксцентричный костюм мода верка сердючка очки с желтой оправой и оранжевыми красными линзами квадратными розовая леопердовая леопардовая шикарная разноцветная шуба в перьях белый салон лимузин машина внутри скучный обычный мрачный неинтересный черный обыкновенный костюм куртка рубашка смотрит с завистью презрением два человек мужчины парня человек люди мужчины сидят в машине салоне рядом противоположности контраст разница в стилях two ends of lesbian gay bi fashion spectrum руби род пятый элемент Филипп Киркоров филип мужик похожий на Верку сердючку Верка сердючка Рокетмен Элтон Джон Терон Эджертон Ричард Мэдден Джон Райд фильм,https://sun9-77.userapi.com/impg/UpcH8vg2HPUGAhdlKZD6ClkR4itUNzIcN6gC1w/WhBpcJf0p_U.jpg?size=960x576&quality=96&sign=96c3ee2f290a525f7292a9df7f566bd5&c_uniq_tag=4s3TvMunZCRn40jYkKeQTKb3ZfAR8HuQA9zWBmhPzqM&type=album
иногда бывает такое что эээ ну короче похуй человек мужчина мужик черно-белый качок накачанный мужчина с щетиной квадратный подбородок в черном свитере мем забыл что хотел сказать неловкость серьёзный взгляд картинка под ситуацию когда хотел что-то сказать хотел нужно было но забыл демотиватор ээ в общем ну ладно короче не важно неважно все проехали а о чем это я,https://sun9-13.userapi.com/impg/4D0ybjJYRuP536xVUBoQTBnHyHRWQbIrjX1gmA/0f5FUaFFHtM.jpg?size=640x640&quality=96&sign=97c5266bbdec399627c20734526d618a&c_uniq_tag=Vyr21ZpIFmizA9HP_lkIj32CnBFmOklail7lO7DjQ8w&type=album
"Здравствуйте, я на пересдачу на какую оценку рассчитываете? пять четыре три два сцена из фильма квентина тарантино криминальное чтиво квентин тарантино pulp fiction мия уоллес ума турман винсент вега джон траволта герои актеры человек девушка женщина с маникюром с каре тёмные волосы брюнетка шатенка улыбается курит пьёт ест девушка в белой рубашке человек парень мужчина в костюме формальной одежде рубашка пиджак серьезное лицо известный танец сцена с танцем известный популярный фрагмент из фильма you never can tell чак берри chuck berry пересдача оценка зачёт какую хотите оценку вуз школа колледж учеба профессор и студентка студент",https://sun9-32.userapi.com/impg/eJKP-vq6DD1VKlQlF25ghUPotxoXl7Iw47eKJQ/7aBpGixvl9M.jpg?size=537x1080&quality=96&sign=f04b2d3321a67c9863a265dc94d8e3d4&c_uniq_tag=TDLY87py08-n3HrcK_E8AmYY2gcmUv8p86zpdBrelhw&type=album
Рассказ бывалого пиздабола советский фильм заголовок название дом кино телеканал культура обманщика лжеца лгуна синий голубой фон белый текст повесть биография автобиография начало фильма сериала старый кадр пленка,https://sun9-24.userapi.com/impg/WiOYg7ogYH95wG1r8ZfFJfIxNnW0ia29jCpxyg/tuMkftcm7EU.jpg?size=937x750&quality=96&sign=a24d5168caa5527724588b82bd24efce&c_uniq_tag=WceVQZvG-5923GKeWP9bbRvz65Q6RVYD_j5IiQe2nAQ&type=album
руслан лейн блять сука ебать мало того что приколы сложные так они ещё еще и на английском пиздец жесть сегодня в 3:39 6 лайков сердечек вк вконтакте комментарий коммент недовольство,https://sun9-68.userapi.com/impg/GwsXJq0mZLPqOHhwByHlxm-RBbGG1dyOY44Rcg/AplqMVHyEf0.jpg?size=416x158&quality=96&sign=df93e18f892757cd16c21c9233aee108&c_uniq_tag=9Zwi-2yUCzUtKxFYP_k6rf92BD-J624y_7HvplyL1Os&type=album
how did are you do in pe physical education today feel feeling health как ты чувствуешь себя постарался поработал ваше настроение самочувствие физическая форма развитие физкультура распечатка объявление стена зеленый салатовый подъезд вопрос опросник детский сад школа колледж шарага университет три троица кружки выбор середина смайлик лицо эмоджи керсед курсед проклятый cursed emoji альтернативный контрастный гиперболизированный жуткий реалистичный текстурный крипи creepy spooky инфернальный страшно scary ужасный чудище ад фотошоп всратый череп луна колобок повесился бомж борода усы видел некоторое дерьмо плохо грустно печаль отвратительно усталость отчаяние паршиво неудача провал трагедия депрессия упадок ничтожество я так больше не могу не выдерживаю нервный срыв мучение ступор опустошение критическая стадия бессловесный без комментариев бровей бесчувственный суицидальные тенденции самозабвение мертвый скорбь смерть дед инсайд ded inside dead пустота небытие отсутствие дереализация дереал черно белое чб black and white bw джпег жпег jpeg шакал сжатое качество,https://sun9-56.userapi.com/impg/skl1O7hGE-pUzul70gh4rORw37H5t3BiVp9TvA/lP54ORl77VQ.jpg?size=800x600&quality=96&sign=350cf5838249554131e50faebb7df8a7&c_uniq_tag=49QgU_lFNzUsg97rGhN4P2wSMhTIWCxT1-7HCEjHtak&type=album
i am cringe but i am free я кринжовый кринш кринге испанский стыд но однако зато я свободен как птица в небесах доброта настрой на хороший лад принятие себя свобода наплевать сбросить оковы равнодушие все равно фиолетово вызов обществу нонконформизм своеволие независимость непредвзятость белое белый животное коза козел овца баран корова осел розовый носик пятачок колокольчик колокол ушки торчат бородка желтые цветы зеленая трава поле лето весна мир май,https://sun9-61.userapi.com/impg/jCq6HMDQKgH10S8sVyhVKd8uJJWkm1_GukwpYw/ZnbkrmeY4fo.jpg?size=1080x1068&quality=96&sign=2d95af25b9ea0726946295da40d13274&c_uniq_tag=cRqYrY-ypkX1GWqk8-YAxFrhZh_-PXQM_B7lVd81zIw&type=album
"Бедро человека крепче, чем батон схема плакат 3D модель человека анатомия физиология человеческое бедро бедренная кость кости скелет ноги батон бетон багет интересные факты",https://sun9-53.userapi.com/impg/cOu6vOeo8Upx2z8ZjEke1DCZlqM_ChPFnOvkqw/jfYfyPT82EE.jpg?size=960x960&quality=96&sign=5b38e8ff54846a2ed77c01497dfe0fb2&c_uniq_tag=-GYd6oy2HBKpsqQK_ARPCKCnYnmXD8OnY_YxSPKt7LY&type=album
"Знаете ли Вы, что ??? !!! вопросительный восклицательный знак Те жвачки, которые бросаете на пол птицы думают, запятая что это хлеб. И когда хотят съесть её, то жвачка прилипает к клюву, птица не может ни есть ни пить и умирает! погибает Поделись фотографией пусть все знают социальная реклама важная тема пернатые жевательная резинка в руке в красной рамке две пичужки ласточки одна жива другая мертва на асфальте белый синий чёрный текст без знаков препинания #шаблон@poiskmemow",https://sun9-33.userapi.com/impg/elF5VyzoNs7KmUG8hx0Uw1AydFFtVarB5vzO7Q/LBqrIrMLc4c.jpg?size=800x710&quality=96&sign=f61736b1a5d2f48b6a2e64e2bf377891&c_uniq_tag=okwJ2kV_Q-SKKA1eu8fehQtGMuuvoZUfXOvRdblsp-0&type=album
режим дня птушника пту повар маляр сварщик не учился в школе отдыхал чиллил жил как хотел семь ноль ноль спим дальше хули не просыпаемся спим сон семь ноль ноль семь тридцать бля где я потерялся проснулся не понял семь тридцать восемь ноль ноль сплю уже на диване кресле кровати восемь ноль ноль восемь пятнадцать покурить сигу в парадке почиллить сократить жизнь отдохнуть восесь тридцать двенадцать тридцать прийти в середине дня декан орет капец отчисление тринадцать ноль нодь тринадцать пятнадцать засесть в столовке вкусно поесть чебурек чай четырнадцать ноль ноль обед ужин завтрак четырнадцать тридцать шестнадцть ноль ноль покурить за гаражами ократить жизнь чиллить отдыхать курить шестнадцать ноль ноль семнадцать тридцать оистать мемы ржать семнадцать тридцать девятнадцать ноль ноль пить енергетик дурачиться пить мочу девятнадцать ноль ноль посмотреть неинтересный видос плакать девятнадцать тридцать двадцать один ноль ноль ебнуть галояки в колесах наркоманиться меф экстз двадцать один тридцать бэдтрип бедтрип двадцать два ноль ноль смерть слезы гроб сжечь,https://sun9-11.userapi.com/impg/2cQKUPS18hSa7GgVD7PIfBlUea0v1KvncnfE2g/NigjF2rlPT8.jpg?size=657x530&quality=96&sign=989567bb48e956ceceef326a2f1ea798&c_uniq_tag=gzFJSymXjx_Wp3_8oiDN0UGe3O8N_k6BzdgTlQH0Xyk&type=album
ура собаки больше нэма нет пса щенка пес щенок собака кот кошка котенок котик встал на две 2 задние лапы ноги готовит жарит шашлык собачье мясо СОБАЧАТИНА колбасу на гриле на огне огонь пламя на природе даче зеленая трава кот темный коричневый полосатый белый светлый готовка кулинария съели собаку сзади кресло стул на фоне надпись канада canada красный лобстер,https://sun9-10.userapi.com/impg/nw_n5rXuWHk8r1F7tUWReUJ-wpKOF38He2Y_Rg/9y4rLp5_klQ.jpg?size=623x497&quality=96&sign=8add65dce0dfde4a03090147c95ac5ae&c_uniq_tag=4dXAStRH8SDbnMo9RUpNwmlX8W_plZ7aXKj1zm_AG_s&type=album
Блядь блять я себя захуярил человек самурай катана кровь харакири меч в себя пронзил япония ай ой черт я себя замочил ударил сам себя чёрный силуэт чёрная фигура человека на белом фоне кровь мужик волосы в пучок длинные шишка на голове шакал,https://sun9-51.userapi.com/impg/nFXJ1QktZCVzVkM_PMYy-YcGgO4VV1GtAqpdBg/mlUgNjANPOo.jpg?size=320x320&quality=96&sign=4fb83c86b73bf8d33c0b317fd9950257&c_uniq_tag=qakYGVWuUAD9LqOKjat73QN_KrHjRLZzm6sa-Ym0x3g&type=album
r u a doggo (I) am froggo wow doin me a/an educate ты догго нет фрого вау обучаешь меня собака плавает в бассейне с лягушкой и спрашивает собака ли она нет не собака лягушка вау новое образование ты собака пёс песель нет я лягушель лягух ляг ты меня учишь новому лабрадор и лягушка жаба товарищество подруги друзья новое знакомство,https://sun9-21.userapi.com/impg/Dg9STuxrIJ9nN5EzYD8mFjeb-BFWfDUA-A9Rqg/7Sjgts9y2tM.jpg?size=640x634&quality=96&sign=360dd0dc05511770f437cf2e58aa10cc&c_uniq_tag=mEnVX94UiocOCNlsSRkDJe_ZVqoGLjJaWr9X2n0F-lo&type=album
Заткнись и жри мусор дисней диснеевский мультик мультфильм пиксар рататуй серая и рыжая крыса мышь мыши крысы едят мусор ешь много крыс родственники друзья реми белый текст довольствуйся тем что есть,https://sun9-18.userapi.com/impg/jCT_Z06LrVvL3lEvjIl-Xzu3mQMVlVAhb4wOxw/cjjc7_OvDwI.jpg?size=1280x532&quality=96&sign=f0eaad861c23230933c1e10620a00995&c_uniq_tag=65LKVYnRe8mm6jEj_L3aVhGqVCdfVA62OfoN4Rc5Xn8&type=album
Бингус Bingus сфинкс лысый кот форма одежда горничная уборщица catboy cat Кэт бой что? Продолжай листать what? Just keep scrolling не смотри тут ничего необычного демотиватор котик в платьишке платьешке платье платьице красавец розовый кот с выпученными глазами,https://sun9-78.userapi.com/impg/7wS1qRKcigA6LqvwreYpoflblrF2wYqwzyhyNw/0v2DVbUuu7A.jpg?size=568x592&quality=96&sign=9ed3693a2c5433a6f6795ed3fe96e010&c_uniq_tag=KST7uUsG-Ep7YbnVrdckXa7-hRh7byWeabUWi5XCBMs&type=album
Печалька? Ну и что! Не СМЕРТЕЛЬКА же! =) :) печаль человек девушка женщина со светлыни волосами блондинка в платье в горох в солнечных солнцезащитных очках девушка держит на руках в руке собачку собаку розовый вырвиглазный красивый фон сердечки блестючки блесточки алмазы драгоценные камни красота гламур вотермарка всратая открытка всратые открытки смерть смертельно грустинка грустно печаль печально ну и пусть и что смайлик вот так мы можем оптимизм,https://sun9-47.userapi.com/impg/_AieHj--ttgrZ0N5kr5jUvFkGWq09264cH0guQ/z17UGkzB7AE.jpg?size=736x736&quality=96&sign=087ae4f52738064d028f502c74e67c83&c_uniq_tag=1GdWD6u5yJ6E5tuwQYOiU6yfVhsFnz8rPtJuUQygTpQ&type=album
я в коридоре человек парень мужик мужчина дяденька стоит в коридоре в прохожей шкаф вешалка белая футболка скрин фотографии ВКонтакте одноклассники пост русская квартира бежевые жёлтые коричневые обои зажатая напряженная поза белая футболка чёрные серые штаны брюки треники,https://sun9-74.userapi.com/impg/wy_jacm1Czfyfcc66e1NS-CVCVMYwj5usbzeOw/DyKBJqORCow.jpg?size=445x522&quality=96&sign=3ad036ad87c042f08304c77773b6ceeb&c_uniq_tag=XjimosnPy_BnLz3bWVGOhNQ7-afhRDDGPBblpn7tN5w&type=album
Классификация типология типы варианты тапок разные тапки резиновые домашние шлепки шлепанцы тапочки обувь леопардовые с мехом на каблуке пушистые резиновые в сеточку в клеточку смешные модные вульгарные вычурные излишества кокои какой какие ты вы сегодня тапок тапки тэг ерсэлф есэлф tag yourself найди себя это я кто ты эльвира совратительница развратница опытная госпожа кошка повелительница тсж гроза жкх района опытная штучка бессердечная жеманница тёща жена мама мать сестра сатаны тетушки женщины бальзаковский возраст бабушки женщины преклонного бальзаковского возраста типология,https://sun9-12.userapi.com/impg/GScoIIcYLdSrPtxw_9y_a-WzSHOcThEdDu2AMQ/qt9E9XPRLDw.jpg?size=1280x852&quality=96&sign=f3fcc983fc3cbf7fb78dde406c24eb53&c_uniq_tag=S7lzjvXyIgQYjMFrc4LfXEduPcWQ4yOKEHhRy8rUGhg&type=album
чо что шо што по стилю чьмо чмо лошара позорница позорник белая крутая модная собака белый модный крутой пес в черных очках и кепке мода фэшн fashion style белый шрифт белые буквы,https://sun9-6.userapi.com/impg/CKz1O9FpOKtXZKKwMeNpJr-l1aRd9J1KC5L0Og/5B7UBJMMKX4.jpg?size=432x540&quality=96&sign=fea772451ec47f6eee1eaa1c7c391ed4&c_uniq_tag=IBPCyvpltVX8RFtCyT0qvn4V5nBNReAmxnDKHPfCgsU&type=album
человек девочка женщина девушка со светлыни волосами в желтой кофте на фоне шкафчиков стены шкафов в коридоре школьница с рюкзаком блондинка смеётся хохочет ржёт во все горло разевает пасть широко открытый рот полный хохотач ржоба ржака ор выше гор крик лол немного страшно с очень большим ртом большой рот большие зубы лицо,https://sun9-71.userapi.com/impg/Vy3sPoWy3w36fOUgCebYEH06VSuyP2nMyUYMuQ/kAvnq5gIsKQ.jpg?size=1280x888&quality=96&sign=289204e5373813935bcd45d45c51c6f1&c_uniq_tag=lQhMxzrJa-eEfUx2NI9vtaz6OeEfNm4VK7ZEMt4-RpE&type=album
